chr1	2940389	2940961	green
chr1	1761438	1761890	green
chr1	480632	481210	green
chr1	1822285	1822749	green
chr1	2816133	2816276	green
chr1	3949018	3950658	green
chr1	3457580	3458629	green
chr1	1221054	1221845	green
chr1	48571	48696	green
chr1	5345692	5345970	green
chr1	5148444	5148605	green
chr1	4338302	4339828	green
chr1	3236516	3237637	green
chr1	4282342	4283685	green
chr1	4216017	4216208	green
chr1	390984	391655	green
chr1	3605505	3605684	green
chr1	2552490	2552768	green
chr1	4479356	4480183	green
chr1	1834210	1834404	green
chr1	1820990	1821151	green
chr1	1412844	1413581	green
chr1	1418399	1419124	green
chr1	2859213	2860193	green
chr1	1851284	1852057	green
chr1	5217352	5219079	green
chr1	866847	868481	green
chr1	1069117	1069767	green
chr1	1834960	1835187	green
chr1	5144799	5146136	green
chr1	1632626	1633438	green
chr1	769736	771046	green
chr1	4541015	4541248	green
chr1	4828091	4829110	green
chr1	5094699	5095016	green
chr1	3299197	3299637	green
chr1	1422339	1423415	green
chr1	2235209	2235550	green
chr1	1417282	1418412	green
chr1	2998106	2999383	green
chr1	1421072	1422334	green
chr1	3659001	3660314	green
chr1	1091156	1091965	green
chr1	289155	289343	green
chr1	1817841	1818749	green
chr1	4658513	4658656	green
chr1	1271713	1273194	green
chr1	133225	134028	green
chr1	672272	673336	green
chr1	2372270	2373037	green
chr1	1191530	1191949	green
chr1	2089602	2090936	green
chr1	4809391	4810155	green
chr1	3806929	3807420	green
chr1	2030144	2030443	green
chr1	392874	393404	green
chr1	1071733	1072347	green
chr1	5063844	5064107	green
chr1	726744	727928	green
chr1	2205463	2208549	green
chr1	1533270	1533824	green
chr1	4935067	4935255	green
chr1	2794511	2795695	green
chr1	1477496	1477678	green
chr1	1161016	1161195	green
chr1	993573	994841	green
chr1	1251181	1251528	green
chr1	2229006	2230046	green
chr1	1414948	1416033	green
chr1	4450790	4451422	green
chr1	924074	924634	green
chr1	5124050	5124199	green
chr1	1112511	1113905	green
chr1	5146979	5148475	green
chr1	3471326	3472027	green
chr1	613657	614406	green
chr1	5260586	5260930	green
chr1	422416	422571	green
chr1	2776388	2777263	green
chr1	4148699	4152787	green
chr1	1249726	1250133	green
chr1	1627887	1628987	green
chr1	3338602	3339333	green
chr1	4694407	4696230	green
chr1	2876388	2877350	green
chr1	963068	965185	green
chr1	2374172	2375209	green
chr1	4037085	4037960	green
chr1	4891932	4892717	green
chr1	4833563	4834774	green
chr1	4364420	4364962	green
chr1	5086752	5087648	green
chr1	2405581	2406114	green
chr1	1419102	1420004	green
chr1	3998394	3998858	green
chr1	1589058	1589645	green
chr1	3523265	3523525	green
chr1	3867891	3868892	green
chr1	1045603	1046238	green
chr1	4516072	4516206	green
chr1	1084721	1085860	green
chr1	538056	538841	green
chr1	1931204	1931803	green
chr1	319818	320396	green
chr1	2294138	2294938	green
chr1	3896445	3897029	green
chr1	2993370	2994755	green
chr1	2573787	2574104	green
chr1	670431	672014	green
chr1	4232639	4233448	green
chr1	1252543	1252830	green
chr1	4258800	4259957	green
chr1	612691	613458	green
chr1	4813491	4814042	green
chr1	2905301	2906662	green
chr1	469799	470671	green
chr1	469206	469796	green
chr1	358487	359182	green
chr1	949843	950445	green
chr1	452007	452603	green
chr1	251364	252056	green
chr1	3602262	3603647	green
chr1	868535	870229	green
chr1	3689050	3689625	green
chr1	1952176	1953108	green
chr1	2651451	2652308	green
chr1	1104666	1107371	green
chr1	1029939	1032221	green
chr1	1452961	1454607	green
chr1	32457	32969	green
chr1	2107689	2109167	green
chr1	3153879	3154019	green
chr1	3932983	3933669	green
chr1	2228371	2229009	green
chr1	4331500	4332285	green
chr1	4367980	4368402	green
chr1	4993693	4995285	green
chr1	403107	403499	green
chr1	2446151	2448157	green
chr1	997558	999144	green
chr1	4870008	4870235	green
chr1	1131625	1132071	green
chr1	3807435	3808001	green
chr1	441693	442301	green
chr1	729732	731153	green
chr1	2709351	2711561	green
chr1	2547842	2548549	green
chr1	373905	374084	green
chr1	1468571	1468825	green
chr1	1899150	1900301	green
chr1	2560902	2561678	green
chr1	5303181	5304677	green
chr1	4891581	4891742	green
chr1	4975923	4977347	green
chr1	1304423	1305637	green
chr1	608841	609326	green
chr1	4360631	4360810	green
chr1	396174	396878	green
chr1	491988	492686	green
chr1	3835825	3836406	green
chr1	562545	563204	green
chr1	4883736	4884377	green
chr1	206932	207702	green
chr1	1135015	1136205	green
chr1	3290059	3291795	green
chr1	675003	675323	green
chr1	268720	269550	green
chr1	4827337	4828104	green
chr1	4019372	4019932	green
chr1	1620265	1621638	green
chr1	2572002	2572955	green
chr1	309767	309988	green
chr1	4268618	4269718	green
chr1	2872782	2873630	green
chr1	3499273	3500220	green
chr1	5333332	5334525	green
chr1	3918017	3918265	green
chr1	1108328	1109929	green
chr1	2789701	2789970	green
chr1	2110730	2111107	green
chr1	3407576	3408037	green
chr1	3054273	3054452	green
chr1	2020438	2021190	green
chr1	2525791	2527374	green
chr1	1761912	1764026	green
chr1	946795	948849	green
chr1	2632092	2632625	green
chr1	710391	711629		green
chr1	5061370	5062044	green
chr1	5026279	5027643	green
chr1	3704123	3706144	green
chr1	3146397	3146705	green
chr1	551583	552113		green
chr1	3305638	3305796	green
chr1	4915655	4917544	green
chr1	5257047	5257814	green
chr1	5017662	5017934	green
chr1	3829397	3830185	green
chr1	4767749	4768351	green
chr1	5189319	5189432	green
chr1	2389087	2389284	green
chr1	3656897	3657649	green
chr1	1147928	1149994	green
chr1	892649	892935	green
chr1	1423588	1424640	green
chr1	101271	101999	green
chr1	3075111	3076082	green
chr1	3677573	3678079	green
chr1	2810468	2810632	green
chr1	991465	993021	green
chr1	3554843	3556120	green
chr1	4978244	4978357	green
chr1	1398380	1399096	green
chr1	3839499	3840500	green
chr1	371330	371584	green
chr1	2102994	2103770	green
chr1	5060119	5061027	green
chr1	2133805	2136447	green
chr1	4146893	4148590	green
chr1	1087093	1089288	green
chr1	972020	972289	green
chr1	255413	256126	green
chr1	5028340	5029332	green
chr1	336286	337311	green
chr1	1420005	1421075	green
chr1	2100017	2101180	green
chr1	5243740	5244471	green
chr1	894246	894602	green
chr1	1473431	1474111	green
chr1	2590666	2592054	green
chr1	2321512	2322084	green
chr1	1979019	1980110	green
chr1	3140622	3140999	green
chr1	4692119	4694356	green
chr1	5340826	5341116	green
chr1	550144	550398	green
chr1	429445	430305	green
chr1	5034028	5035449	green
chr1	3822042	3822200	green
